LocationCode|City|StateProvince|Country|Description
TRV|Thiruvananthapuram|null|IN|Trivandrum International Airport
TSA|Taipei|null|TW|Sung Shan Airport
TSF|Venice|null|IT|Treviso Airport
TSM|Taos|NM|US|Taos Airport
TSN|Tianjin|null|CN|Tianjin Airport
TSV|Townsville|QL|AU|Townsville Airport
TTN|Trenton|NJ|US|Mercer County Airport
TUC|Tucuman|null|AR|Benj Matienzo Airport
TUF|Tours|null|FR|St Symphorien Airport
TUL|Tulsa|OK|US|Tulsa International Airport
TUN|Tunis|null|TN|Carthage Airport
TUO|Taupo|null|NZ|Taupo Airport
TUP|Tupelo|MS|US|Lemons Municipal Airport
TUS|Tucson|AZ|US|Tucson International Airport
TVC|Traverse City|MI|US|Traverse City Airport
TVF|Thief River Falls|MN|US|Thief River Falls Regional Airport
TVU|Taveuni|null|FJ|Matei Airport
TWF|Twin Falls|ID|US|Twin Falls City County Airport
TXG|Taichung|null|TW|Taichung Airport
TXK|Texarkana|AR|US|Texarkana Municipal Airport
TXL|Berlin|null|DE|Tegel Airport
TYN|Taiyuan|null|CN|Taiyuan Airport
TYO|Tokyo|null|JP|Metropolitan Area
TYR|Tyler|TX|US|Pounds Field
TYS|Knoxville|TN|US|Mc Ghee Tyson Airport
TZA|Belize City|null|BZ|Belize City Municipal Airport
TZX|Trabzon|null|TR|Trabzon Airport
UAK|Narsarsuaq|null|GL|Narsarsuaq Airport
UBJ|Ube|null|JP|Ube Airport
UCA|Utica|NY|US|Oneida County Airport
UDI|Uberlandia|null|BR|Eduardo Gomes Airport
UDR|Udaipur|null|IN|Dabok Airport
UET|Quetta|null|PK|Quetta Airport
UIB|Quibdo|null|CO|Quibdo Airport
UIN|Quincy|IL|US|Quincy Municipal Airport
UIO|Quito|null|EC|Mariscal Sucre Airport
UIP|Quimper|null|FR|Pluguffan Airport
ULN|Ulaanbaatar|null|MN|Buyant Uhaa Airport
UME|Umea|null|SE|Umea Airport
UPG|Ujung Pandang|null|ID|Hasanudin Airport
UPN|Uruapan|null|MX|Uruapan Airport
URC|Urumqi|null|CN|Urumqi Airport
URO|Rouen|null|FR|Boos Airport
URT|Surat Thani|null|TH|Surat Thani Airport
USH|Ushuaia|null|AR|Islas Malvinas Airport
USM|Koh Samui|null|TH|Koh Samui Airport
USN|Ulsan|null|KR|Ulsan Airport
UTH|Udon Thani|null|TH|Udon Thani Airport
UTN|Upington|null|ZA|Upington Airport
UTP|Utapao|null|TH|Utapao Airport
UTT|Umtata|null|ZA|Umtata Airport
UVF|St Lucia|null|LC|Hewanorra Airport
VAA|Vaasa|null|FI|Vaasa Airport
VAR|Varna|null|BG|Varna Airport
VBS|Brescia|null|IT|Montichiari Airport
VBY|Visby|null|SE|Visby Airport
VCE|Venice|null|IT|Marco Polo Airport
VCP|Sao Paulo|null|BR|Viracopos Airport
VCT|Victoria|TX|US|County-Foster Airport
VDA|Ovda|null|IL|Ovda Airport
VDZ|Valdez|AK|US|Valdez Municipal Airport
VEL|Vernal|UT|US|Vernal Airport
VER|Veracruz|null|MX|Las Bajadas Airport
VFA|Victoria Falls|null|ZW|Victoria Falls Airport
VGO|Vigo|null|ES|Vigo Airport
VIE|Vienna|null|AT|Vienna International Airport
VIL|Dakhla|null|MA|Dakhla Airport
VIS|Visalia|CA|US|Visalia Airport
VIT|Vitoria.|null|ES|Vitoria Airport
VIX|Vitoria|null|BR|Eurico Sales Airport
VKO|Moscow|null|RU|Vnukovo Airport
VLC|Valencia|null|ES|Valencia Airport
VLD|Valdosta|GA|US|Valdosta Regional Airport
VLI|Port Vila|null|VU|Bauerfield Airport
VLL|Valladolid|null|ES|Valladolid Airport
VLN|Valencia|null|VE|Valencia Airport
VNO|Vilnius|null|LT|Vilnius Airport
VNS|Varanasi|null|IN|Varanasi Airport
VOG|Volgograd|null|RU|Volgograd Airport
VPS|Valparaiso|FL|US|Ft. Walton Beach Airport
VQS|Vieques|null|PR|Vieques Airport
VRN|Verona|null|IT|Verona Airport
VSA|Villahermosa|null|MX|Capitan Carlos Perez Airport
VST|Vasteras|null|SE|Hasslo Airport
VVI|Santa Cruz|null|BO|Viru Viru International Airport
VVO|Vladivostok|null|RU|Vladivostok Airport
VXO|Vaxjo|null|SE|Vaxjo Airport
VYS|Peru|IL|US|Illinois Valley Regional Airport
WAG|Wanganui|null|NZ|Wanganui Airport
WAT|Waterford|null|IE|Waterford Airport
WAW|Warsaw|null|PL|Okecie Airport
WDG|Enid|OK|US|Enid Woodring Municipal Airport
WDH|Windhoek|null|NA|Hosea Kutako International Airport
WGA|Wagga Wagga|NS|AU|Forrest Hill Airport
WIL|Nairobi|null|KE|Wilson Airport
WKA|Wanaka|null|NZ|Wanaka Airport
WLG|Wellington|null|NZ|Wellington International Airport
WLS|Wallis Island|null|WF|Wallis Island Airport
WMH|Mountain Home|AR|US|Mountain Home Airport
WRE|Whangarei|null|NZ|Whangarei Airport
WRL|Worland|WY|US|Worland Airport
WRO|Wroclaw|null|PL|Strachowice Airport
WUH|Wuhan|null|CN|Wuhan Airport
WVB|Walvis Bay|null|NA|Rooikop Airport
WWD|Wildwood|NJ|US|Cape May County Airport
WYA|Whyalla|SA|AU|Whyalla Airport
WYS|West Yellowstone|MT|US|Yellowstone Airport
XIY|Xi An|null|CN|Xianyang Airport
XMH|Manihi|null|PF|Manihi Airport
XMN|Xiamen|null|CN|Xiamen Airport
XNA|Fayetteville|AR|US|Northwest Arkansas Regional Airport
XQP|Quepos|null|CR|Quepos Airport
XQU|Qualicum|BC|CA|Qualicum Airport
XRY|Jerez De La Frontera|null|ES|La Parra Airport
XSC|South Caicos|null|TC|South Caicos International Airport
YAG|Fort Frances|ON|CA|Fort Frances Municipal Airport
YAK|Yakutat|AK|US|Yakutat Airport
YAM|Sault Ste Marie|ON|CA|Sault Ste. Marie Airport
YAO|Yaounde|null|CM|Yaounde Airport
YAP|Yap|null|FM|Yap Airport
YBC|Baie Comeau|PQ|CA|Baie Comeau Airport
YBG|Bagotville|PQ|CA|Bagotville Airport
YBL|Campbell River|BC|CA|Campbell River Airport
YBR|Brandon|MB|CA|Brandon Airport
YCD|Nanaimo|BC|CA|Nanaimo Airport
YCG|Castlegar|BC|CA|Castlegar Airport
YCH|Miramichi|NB|CA|Miramichi Airport
YDF|Deer Lake|NF|CA|Deer Lake Airport
YDQ|Dawson Creek|BC|CA|Dawson Creek Airport
YEG|Edmonton|AB|CA|Edmonton International Airport
YEV|Inuvik|NT|CA|Inuvik/Mike Zubko Airport
YFB|Iqaluit|NU|CA|Iqaluit Airport
YFC|Fredericton|NB|CA|Fredericton Airport
YFS|Fort Simpson|NT|CA|Fort Simpson Airport
YGB|Gillies Bay|BC|CA|Gillies Bay Airport
YGK|Kingston|ON|CA|Kingston Airport
YGP|Gaspe|PQ|CA|Metropolitan Area Airport
YGR|Iles De La Madeleine|PQ|CA|Iles De La Madeleine Airport
YGT|Igloolik|NU|CA|Igloolik Airport
YGW|Kuujjuarapik|PQ|CA|Kuujjuarapik Airport
YGX|Gillam|MB|CA|Gillam Airport
YHD|Dryden|ON|CA|Dryden Municipal Airport
YHI|Holman|NT|CA|Holman Airport
YHM|Hamilton|ON|CA|Hamilton Airport
YHU|Montreal|PQ|CA|St. Hubert Airport
YHY|Hay River|NT|CA|Hay River Airport
YHZ|Halifax|NS|CA|Halifax International Airport
YJP|Jasper-Hinton|AB|CA|Jasper-Hinton Airport
YJT|Stephenville|NF|CA|Stephenville Airport
YKA|Kamloops|BC|CA|Kamloops Airport
YKF|Kitchener|ON|CA|Kitchener-Waterloo Regional Airport
YKM|Yakima|WA|US|Yakima Air Terminal
YKN|Yankton|SD|US|Chan Gurney Airport
YLL|Lloydminster|AB|CA|Lloydminster Airport
YLW|Kelowna|BC|CA|Kelowna Airport
YMM|Fort Mcmurray|AB|CA|Fort McMurray Airport
YMO|Moosonee|ON|CA|Moosonee Airport
YMQ|Montreal|PQ|CA|Metropolitan Area
YMT|Chibougamau|PQ|CA|Chibougamau Airport
YMX|Montreal|PQ|CA|Mirabel International Airport
YNG|Youngstown|OH|US|Youngstown Airport
YOJ|High Level|AB|CA|Footner Lake Airport
YOP|Rainbow Lake|AB|CA|Rainbow Lake Airport
YOW|Ottawa|ON|CA|Ottawa International Airport
YPA|Prince Albert|SK|CA|Prince Albert Airport
YPE|Peace River|AB|CA|Peace River Airport
YPR|Prince Rupert|BC|CA|Digby Island Airport
YPW|Powell River|BC|CA|Powell River Airport
YPX|Povungnituk|PQ|CA|Puvirnituq Airport
YQB|Quebec|PQ|CA|Quebec Airport
YQC|Quaqtaq|PQ|CA|Quaqtaq Airport
YQD|The Pas|MB|CA|The Pas Airport
YQG|Windsor|ON|CA|Windsor Airport
YQI|Yarmouth|NS|CA|Yarmouth Airport
YQK|Kenora|ON|CA|Kenora Airport
YQL|Lethbridge|AB|CA|Lethbridge Airport
YQM|Moncton|NB|CA|Metropolitan Area
YQQ|Comox|BC|CA|Comox Airport
YQR|Regina|SK|CA|Regina Airport
YQT|Thunder Bay|ON|CA|Thunder Bay Airport
YQU|Grande Prairie|AB|CA|Grande Prairie Airport
YQX|Gander|NF|CA|Gander Airport
YQY|Sydney|NS|CA|Sydney Airport
YQZ|Quesnel|BC|CA|Quesnel Airport
YRB|Resolute|NU|CA|Resolute Airport
YRL|Red Lake|ON|CA|Red Lake Airport
YSB|Sudbury|ON|CA|Sudbury Airport
YSJ|Saint John|NB|CA|Saint John Airport
YSL|St Leonard|NB|CA|Edmunston Airport
YSM|Fort Smith|NT|CA|Fort Smith Airport
YTA|Pembroke|ON|CA|Pembroke And Area Airport
YTO|Toronto|ON|CA|Metropolitan Area
YTO|Guildwood|ON|CA|Metropolitan Area
YTS|Timmins|ON|CA|Timmins Airport
YTZ|Toronto|ON|CA|Toronto Island Airport
YUL|Montreal|PQ|CA|Dorval International Airport
YUM|Yuma|AZ|US|Yuma International Airport
YUY|Rouyn|PQ|CA|Rouyn Airport
YVB|Bonaventure|PQ|CA|Bonaventure Airport
YVC|La Ronge|SK|CA|La Ronge Airport
YVO|Val D'Or|PQ|CA|Val D'Or Airport
YVP|Kuujjuaq|PQ|CA|Kuujjuaq Airport
YVR|Vancouver|BC|CA|Vancouver International Airport
YWG|Winnipeg|MB|CA|Winnipeg Airport
YWH|Victoria|BC|CA|Inner Harbour Airport
YWL|Williams Lake|BC|CA|Williams Lake Airport
YXC|Cranbrook|BC|CA|Cranbrook Airport
YXD|Edmonton|AB|CA|Edmonton Municipal Airport
YXE|Saskatoon|SK|CA|Saskatoon Airport
YXH|Medicine Hat|AB|CA|Medicine Hat Airport
YXJ|Fort St John|BC|CA|Fort St. John Airport
YXL|Sioux Lookout|ON|CA|Sioux Lookout Airport
YXS|Prince George|BC|CA|Prince George Airport
YXT|Terrace|BC|CA|Terrace Airport
YXU|London|ON|CA|Metropolitan Area Airport
YXX|Abbotsford|BC|CA|Abbotsford Airport
YXY|Whitehorse|YU|CA|Whitehorse Airport
YYB|North Bay|ON|CA|North Bay Airport
YYC|Calgary|AB|CA|Calgary International Airport
YYD|Smithers|BC|CA|Smithers Airport
YYE|Fort Nelson|BC|CA|Fort Nelson Airport
YYF|Penticton|BC|CA|Penticton Airport
YYG|Charlottetown|PE|CA|Charlottetown Airport
YYJ|Victoria|BC|CA|Victoria International Airport
YYQ|Churchill|MB|CA|Metropolitan Area Airport
YYR|Goose Bay|NF|CA|Goose Bay Airport
YYT|St Johns|NF|CA|St. John's Airport
YYU|Kapuskasing|ON|CA|Kapuskasing Airport
YYY|Mont Joli|PQ|CA|Mont Joli Airport
YYZ|Toronto|ON|CA|Pearson International Airport
YZF|Yellowknife|NT|CA|Yellowknife Airport
YZR|Sarnia|ON|CA|Sarnia Airport
YZT|Port Hardy|BC|CA|Port Hardy Airport
YZV|Sept-Iles|PQ|CA|Sept-Iles Airport
ZAD|Zadar|null|HR|Zadar Airport
ZAG|Zagreb|null|HR|Pleso Airport
ZAL|Valdivia|null|CL|Pichoy Airport
ZAZ|Zaragoza|null|ES|Zaragoza Airport
ZBF|Bathurst|NB|CA|Bathurst Airport
ZCL|Zacatecas|null|MX|La Calera Airport
ZCO|Temuco|null|CL|Temuco Airport
ZGI|Gods River|MB|CA|Gods River Airport
ZIH|Ixtapa/Zihuatanejo|null|MX|Extapa/Zihuatanejo Internacional Airport
ZLO|Manzanillo|null|MX|Manzanillo Airport
ZNA|Nanaimo|BC|CA|Harbour Airport
ZNZ|Zanzibar|null|TZ|Kisauni Airport
ZOS|Osorno|null|CL|Canal Balo Airport
ZQN|Queenstown|null|NZ|Frankton Airport
ZRH|Zurich|null|CH|Zurich Airport
ZSW|Prince Rupert|BC|CA|Seal Cove Airport
ZTH|Zakinthos Is|null|GR|Zakinthos Airport
ZUH|Zhuhai|null|CN|Zhuhai Airport
